name_eng,rating,studio,kind,main_genre,secondary_genre,year,quarter,status,total_episodes,episodes_aired,duration_min,positive_count_r,negative_count_r,planned,score,success
Brave Witches,0,378,0,34,21,2016,4,0,12,12,23,751,348,3969,6.79,0
Bungou Stray Dogs 2nd Season,1,1,0,22,34,2016,4,0,12,12,23,31820,3654,15579,8.2,1
Spring Stranger,4,47,5,5,-1,2009,2,0,1,0,4,11,2,15,5.11,0
Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,2,15,1,37,35,2016,3,0,1,0,87,2147,396,3532,7.66,1
Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,2,15,1,37,35,2016,4,0,1,1,87,1729,306,3423,7.67,1
Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,2,15,1,37,11,2016,4,0,1,0,88,1898,343,3774,7.75,1
Energy Kyouka!!,5,332,2,41,-1,2016,2,0,2,2,20,410,248,458,6.87,0
Shokupan Mimi Specials,3,393,3,11,2,2011,4,0,4,0,0,3,0,40,5.44,0
ēlDLIVE,2,8,0,37,34,2017,1,0,12,12,24,458,425,3116,6.13,0
Norn9: Norn+Nonet Recap,2,380,3,25,17,2016,1,0,1,0,24,145,95,827,6.15,0
Tiger Mask W,2,3,0,37,34,2016,4,0,38,38,23,120,59,678,6.94,0
Anitore! EX: Jigoku no Training,2,442,3,35,-1,2016,1,0,5,5,5,31,64,379,5.31,0
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,2,5,0,34,17,2017,2,0,12,12,25,11465,4806,10661,7.06,1
Sinbad: Mahiru no Yoru to Fushigi no Mon,4,6,1,17,-1,2016,2,0,1,1,51,4,0,265,6.35,0
Tu Xia Chuanqi,3,47,1,34,17,2011,3,0,1,0,88,15,36,65,5.57,0
Love Bites,1,47,4,39,-1,2016,1,0,1,0,2,44,238,100,2.62,0
Chijoku no Seifuku,5,103,2,41,-1,2016,2,0,2,2,15,132,86,278,6.87,0
Mobile Suit Gundam 0083: Stardust Memory Picture Drama - The Mayfly of Space 2,2,0,3,34,3,2016,1,0,1,0,11,17,14,261,5.69,0
Watashi ga Motete Dousunda,2,84,0,15,11,2016,4,0,12,12,23,8507,3616,8472,7.03,1
Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,1,448,1,34,21,2017,2,0,1,1,90,7177,1720,10342,7.46,1
Eromanga-sensei,2,213,0,11,44,2017,2,0,12,12,23,15483,10429,13949,6.42,0
Mahoutsukai no Yome: Hoshi Matsu Hito,2,532,2,37,0,2016,3,0,3,3,23,9875,977,13322,8.12,1
Bishoujo Yuugi Unit Crane Game Girls,3,635,0,11,4,2016,2,0,13,13,4,16,25,279,4.39,0
Durarara!!x2 Ketsu: Dufufufu!!,1,575,3,34,14,2016,3,0,1,0,23,2923,462,3819,7.57,1
Urara Meirochou,2,5,0,22,11,2017,1,0,12,12,24,2624,987,9939,7.12,1
Mobile Suit Gundam UC: A Phantom World,3,47,3,34,3,2016,1,0,1,1,3,13,4,112,5.83,0
Kiss Shite Hoshii,4,47,5,5,-1,1987,4,0,1,0,3,14,0,9,5.79,0
Fairy Tail OVA (2016),2,213,2,37,11,2016,2,0,3,0,27,4302,1206,2980,7.22,1
Choujuu Giga,4,37,4,36,-1,2016,1,0,3,1,0,60,45,262,6.09,0
Xiao Yeyou,4,656,4,20,11,2014,1,0,1,1,3,6,1,25,5.32,0
Zonmi-chan: Meat Pie of the Dead,2,658,3,11,39,2016,1,0,1,0,5,28,79,218,5.21,0
Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,2,15,0,37,11,2016,4,0,10,10,24,31454,1683,10208,8.81,1
Gin no Guardian,2,601,0,17,0,2017,2,0,12,12,13,1328,1249,6146,6.22,0
Kono Subarashii Sekai ni Shukufuku wo! 2,2,12,0,17,11,2017,1,0,10,10,23,60652,7273,13151,8.29,1
Hikari: Kariya wo Tsunagu Monogatari,3,31,3,35,-1,2016,1,0,1,0,9,7,4,120,5.85,0
Gyakuten Saiban 6 Prologue,2,47,4,14,-1,2016,1,0,1,0,8,74,80,504,6.55,0
Battery,2,659,0,44,32,2016,3,0,11,11,23,347,408,2379,5.72,0
Fune wo Amu,2,31,0,44,36,2016,4,0,11,11,22,2529,406,9364,7.63,1
Kuzu no Honkai,0,470,0,22,44,2017,1,0,12,12,22,19110,9696,24382,7.21,1
RS Keikaku: Rebirth Storage,2,47,3,3,-1,2016,2,0,1,0,23,73,93,679,5.5,0
Rokudenashi Majutsu Koushi to Akashic Records,1,535,0,34,0,2017,2,0,12,12,24,24159,6911,14186,7.16,1
Koi ni Naritai Aquarium,2,0,5,5,-1,2016,2,0,1,0,7,528,200,436,7.46,1
Flying Witch Petit,2,660,4,11,32,2016,1,0,9,0,2,108,161,1013,6.05,0
Mirai no Watashi,4,430,4,11,32,2016,1,0,2,0,1,51,36,121,6.25,0
Regalia: The Three Sacred Stars,2,73,0,34,21,2016,3,0,13,13,24,113,150,1930,5.98,0
Occultic;Nine,2,213,0,14,21,2016,4,0,12,12,24,6212,1965,20037,6.92,0
Aggressive Retsuko,2,396,0,11,32,2016,2,0,100,100,1,1647,274,2950,7.63,1
Flip Flappers,2,576,0,17,11,2016,4,0,13,13,23,2724,636,10371,7.66,1
Hand Shakers,2,385,0,34,-1,2017,1,0,12,12,23,1095,965,7255,5.3,0
Imakara Atashi......,5,574,2,41,-1,2016,3,0,2,0,19,101,92,200,6.22,0
Natsume Yuujinchou Go,2,575,0,15,44,2016,4,0,11,11,23,5461,271,9333,8.58,1
King of Prism by Pretty Rhythm Short Anime,3,47,3,11,0,2016,2,0,1,0,19,7,0,168,6.26,0
Sore ga Seiyuu!: Petit Uchiage,2,11,3,11,32,2016,1,0,1,0,14,57,47,254,6.46,0
Yuri!!! on Ice,2,522,0,11,35,2016,4,0,12,12,23,21658,5935,10952,7.91,1
Lo Re: Pako Sukusuku Mizuki-chan The Animation,5,47,2,41,-1,2016,2,0,1,0,17,135,120,316,6.43,0
91 Days,1,575,0,34,44,2016,3,0,12,12,24,36693,3650,33354,7.83,1
"Neko mo, Onda-ke",4,602,0,11,32,2016,2,0,12,0,1,4,0,95,5.16,0
Mahou Shoujo Ikusei Keikaku,1,470,0,34,0,2016,4,0,12,12,24,2493,1151,8488,6.97,0
Tanaka-kun wa Kyou mo Kedaruge,3,378,3,11,16,2016,2,0,35,5,1,1448,419,3408,7.28,1
FLCL Progressive,2,15,1,34,10,2018,3,0,1,6,136,2725,1629,11246,6.4,0
Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,3,463,4,11,0,2016,3,0,12,6,5,11,16,533,5.97,0
Island,2,22,0,44,21,2018,3,0,12,12,23,2233,1082,7948,6.32,0
Super Lovers OVA,2,12,2,42,11,2017,1,0,2,0,23,1469,350,2959,7.29,1
Katsugeki/Touken Ranbu,2,33,0,34,0,2017,3,0,13,13,23,1080,489,11339,6.74,0
Reikenzan: Eichi e no Shikaku,2,12,0,11,0,2017,1,0,12,12,24,2622,971,3307,6.9,0
Ragnastrike Angels,2,40,0,34,-1,2016,2,0,12,12,0,85,373,1156,4.33,0
Touken Ranbu: Hanamaru,2,131,0,34,11,2016,4,0,12,12,24,1119,593,8945,6.82,0
Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa,2,627,3,22,34,2016,3,0,1,0,23,88,48,621,6.44,0
Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi,2,627,1,22,34,2016,4,0,1,0,77,169,46,947,7.15,1
Time Bokan 24,2,61,0,17,11,2016,4,0,24,24,23,17,9,507,5.85,0
Infini-T Force,2,61,0,34,21,2017,4,0,12,12,22,51,57,1578,6.45,0
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,1,470,0,34,39,2016,3,0,11,11,23,8353,2767,9865,7.43,1
Shakunetsu no Takkyuu Musume,2,380,0,35,-1,2016,4,0,12,12,24,319,132,1260,7.08,1
Drifters: Special Edition,1,630,2,22,34,2016,2,0,1,0,41,2930,328,2830,7.68,1
Starmyu OVA,2,563,2,32,5,2016,3,0,2,1,23,164,32,986,7.14,1
Kiniro Mosaic: Pretty Days,2,444,1,22,11,2016,4,0,1,0,50,368,74,1092,7.53,1
"Yuyushiki: Komarasetari, Komarasaretari",2,380,2,11,32,2017,1,0,1,0,27,257,47,632,7.33,1
Suki ni Naru Sono Shunkan wo.: Kokuhaku Jikkou Iinkai,2,629,1,11,44,2016,4,0,1,0,63,3702,1623,9849,7.06,1
Tsukiuta. The Animation,2,8,0,5,-1,2016,3,0,13,13,24,496,170,3097,6.92,0
Nuwa Chengzhang Riji,2,649,4,11,0,2016,2,0,30,0,9,200,199,2201,6.17,0
Bubuki Buranki: Hoshi no Kyojin,2,524,0,34,44,2016,4,0,12,12,23,296,190,1065,6.78,0
Zonmi-chan: Halloween☆Special Movie!,2,658,4,11,39,2015,4,0,1,0,0,15,37,123,4.45,0
Dream Festival!,2,596,4,5,-1,2016,3,0,12,12,23,211,54,1421,6.71,0
B-Project: Kodou*Ambitious,2,213,0,15,5,2016,3,0,12,12,24,715,298,3462,6.61,0
Fate/Extra: Last Encore,1,67,0,34,0,2018,1,0,10,10,24,2158,1752,8810,6.28,0
Zegapain ADP,2,47,1,34,36,2016,4,0,1,1,117,17,11,716,5.88,0
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,1,33,1,34,0,2019,1,0,1,1,117,8236,953,11137,8.55,1
Fate/stay night Movie: Heaven's Feel - III. Spring Song,1,33,1,34,0,2020,3,0,1,0,122,6408,767,10808,8.74,1
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,1,0,0,34,44,2016,4,0,25,25,24,1977,172,2853,8.23,1
Buddy Go!,3,47,3,15,11,2016,2,0,3,0,1,110,78,692,6.24,0
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,2,21,2,34,44,2017,1,0,26,23,25,363,83,2602,7.63,1
Dimension W: Short Track/Robot wa Sentou no Yume wo Miruka,1,576,3,22,21,2016,3,0,1,0,11,656,279,1427,6.64,0
Bungou Stray Dogs: Hitori Ayumu,2,1,2,22,34,2017,3,0,1,0,23,7463,1257,7381,7.66,1
Lupin III (2015) Specials,2,29,3,22,34,2015,3,0,2,0,25,104,33,459,7.23,1
Musaigen no Phantom World: Mizutama no Kiseki,2,25,3,34,11,2016,4,0,1,0,23,2002,752,2632,6.8,0
Brotherhood: Final Fantasy XV,2,213,4,34,-1,2016,1,0,5,5,14,1860,471,3579,6.94,0
Kingsglaive: Final Fantasy XV,2,47,1,34,-1,2016,3,0,1,0,115,2838,477,2970,7.44,1
Meiji Tokyo Renka Movie 2: Hanakagami no Fantasia,2,12,1,15,0,2016,2,0,1,0,59,39,14,1928,6.35,0
Kemono Friends,3,558,0,17,11,2017,1,0,12,12,24,1263,392,5204,7.55,1
Planetarian: Chiisana Hoshi no Yume,2,376,4,44,21,2016,3,0,5,5,18,3750,456,7738,7.55,1
WWW.Working!!,2,213,0,11,32,2016,4,0,13,13,23,3313,1106,5539,7.42,1
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,2,12,0,25,44,2017,1,0,12,12,24,3743,203,9569,8.76,1
Nijiiro Days: Houkago Special,2,38,3,15,11,2016,2,0,1,0,13,154,69,1247,6.69,0
Zekkyou Gakkyuu: Tensei,4,47,3,15,39,2016,2,0,2,0,1,61,148,760,5.43,0
Rance 01: Hikari wo Motomete The Animation - Leazas no Yami,5,464,3,41,-1,2016,1,0,1,0,3,120,115,252,6.17,0
"Wake Up, Girl Zoo! Miyagi PR de Go!",4,405,3,11,-1,2016,1,0,1,0,9,11,3,186,5.73,0
Love Live! μ's Final Love Live! Opening Animation,4,0,3,5,-1,2016,1,0,1,1,5,447,115,701,7.32,1
Scared Rider Xechs,2,40,0,17,36,2016,3,0,12,12,24,170,292,2217,5.26,0
Experiment,4,47,1,10,-1,1997,1,0,1,0,3,13,3,47,5.06,0
Kuma Miko Specials,2,380,3,22,11,2016,2,0,2,0,16,154,74,681,6.54,0
Tokyogurashi!,2,47,4,5,47,2016,2,0,1,0,1,93,329,687,4.68,0
Pâtisserie no Monster,4,414,4,32,-1,2016,2,0,4,0,1,17,7,102,5.85,0
Wakuwaku♥Nukegake Daisakusen,4,47,5,1,5,2007,2,0,1,0,4,6,0,11,5.03,0
Shiiku x Kanojo: Tenshi no Kousoku-hen,5,318,2,41,-1,2016,3,0,4,0,16,146,156,299,5.46,0
Kurogane no Linebarrels Picture Drama,2,11,3,13,-1,2009,4,0,9,0,5,6,0,91,6.1,0
Joker Game: Kuroneko Yoru no Bouken,1,15,3,44,40,2016,3,0,2,0,4,402,134,1055,6.67,0
Nama Lo Re: Namakemono The Animation,5,47,2,41,-1,2016,2,0,1,0,17,117,137,406,6.43,0
Re:Zero kara Hajimeru Break Time,2,463,3,17,11,2016,2,0,11,3,2,2139,1704,2778,6.64,0
Jiok,0,47,1,44,0,2006,3,0,1,0,34,121,143,609,5.78,0
Detective Conan: Chase the Mysterious Comet Monster!,4,47,2,14,-1,2001,4,0,1,1,14,13,7,201,6.42,0
Detective Conan: Let's Experience the Jomon Period!,2,47,2,20,40,1999,2,0,1,1,15,14,12,171,6.12,0
Detective Conan: The Internet - The Mysterious E-mail Case,4,47,2,20,14,2000,2,0,1,1,14,16,9,180,6.22,0
Detective Conan: A Written Challenge from the Pyramids!,2,47,2,14,-1,2001,2,0,1,1,17,11,5,160,6.31,0
Meitantei Conan: Kodai Kyouryuu no Nazo ni Semare!,2,47,2,14,-1,2002,2,0,1,0,15,0,0,39,6.35,0
Detective Conan: City Exploration! Get the Animal Mark!,2,47,2,20,14,2003,2,0,1,1,15,11,6,157,6.16,0
Houkago Initiation,5,152,2,41,-1,2016,2,0,2,2,21,75,68,226,6.34,0
Code Geass: Hangyaku no Lelouch Picture Drama - Hajimari no Zenya,2,47,3,34,16,2013,3,0,1,1,3,321,366,1378,6.14,0
Code Geass: Hangyaku no Lelouch R2 Picture Drama - Last Moratorium,2,47,3,11,32,2014,1,0,1,1,11,282,282,1236,6.33,0
Tanaka-kun wa Itsumo Kedaruge Specials,2,378,3,11,32,2016,2,0,7,0,4,1225,294,2848,7.42,1
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,2,22,2,11,36,2016,4,0,1,0,23,14420,1635,5481,8.05,1
Seishain Cyborg 003,4,15,4,11,-1,2012,1,0,2,0,0,11,0,68,5.29,0
Musaigen no Phantom World: Limitless Phantom World,2,25,3,11,0,2016,2,0,7,0,6,806,564,2342,6.44,0
Mashou no Nie 3,5,47,2,41,-1,2016,2,0,2,0,29,105,94,226,6.47,0
"Kokoro ga Sakebitagatterunda. x Sony Hi-Res ""Walkman"" and Headphone",4,213,3,44,-1,2016,1,0,1,1,0,158,326,1031,5.68,0
Sansha Sanyou Specials,2,131,3,11,32,2016,2,0,3,0,6,76,31,583,6.76,0
Nijiiro Days OVA,2,38,2,15,11,2016,3,0,1,0,21,350,180,1512,6.78,0
Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,4,3,1,15,34,2016,4,0,1,0,64,21,6,298,7.41,1
Battle Girl High School,2,378,0,34,21,2017,3,0,12,12,23,84,125,2234,5.82,0
Peace Maker Kurogane Movie 1: Omou Michi,1,311,1,37,34,2018,2,0,1,1,109,72,25,1761,6.67,0
Planetarian: Hoshi no Hito,2,376,1,44,21,2016,3,0,1,0,117,3532,356,7935,7.84,1
Kishibe Rohan wa Ugokanai,1,376,2,37,34,2017,3,0,4,2,23,9338,1537,6768,7.62,1
Robot Town Sagami 2028,4,47,4,44,-1,2016,2,0,1,0,8,6,8,77,6.21,0
Shi Wan Ge Leng Xiaohua,2,615,4,11,47,2012,3,0,12,0,7,8,4,247,6.22,0
Shi Wan Ge Leng Xiaohua Movie 1,2,615,1,34,17,2015,1,0,1,0,100,6,0,143,6.38,0
Lostorage Incited WIXOSS,1,5,0,4,12,2016,4,0,12,12,23,867,452,4447,6.69,0
Ojisan to Marshmallow: Hige-san to Yume Mashmallow,2,591,3,11,-1,2016,2,0,1,0,3,353,276,289,6.06,0
Fukumenkei Noise,2,84,0,15,44,2017,2,0,12,12,23,3478,1105,8404,6.99,0
Hirune Hime: Shiranai Watashi no Monogatari,2,624,1,17,0,2017,1,0,1,0,111,1177,572,5095,6.87,0
Star Fox Zero: The Battle Begins,4,532,4,34,21,2016,2,0,1,0,14,23,14,145,6.17,0
Kobayashi-san Chi no Maid Dragon,2,25,0,11,0,2017,1,0,13,13,24,35850,5853,19345,8.01,1
Utawarerumono: Itsuwari no Kamen Specials,2,47,3,11,0,2016,1,0,8,0,3,59,59,338,6.61,0
Huyao Xiao Hongniang: Wangquan Fugui,1,601,4,11,36,2016,1,0,14,0,15,220,47,504,7.55,1
Onizushi,3,102,4,11,27,2016,2,0,3,0,4,6,1,59,5.66,0
Hikaru Genji: Taiyou ga Ippai,4,47,5,17,5,1993,3,0,1,1,5,11,2,15,5.1,0
Hikaru Genji: Paradise Ginga,4,47,5,5,26,1989,1,0,1,1,4,21,2,16,5.15,0
Kimi no Koe wo Todoketai,2,2,1,44,-1,2017,3,0,1,1,94,592,181,5296,7.04,1
Kagerou Daze: In a Day's,2,589,1,11,36,2016,4,0,1,1,23,193,193,3456,6.17,0
Natsu no Gero wa Fuyu no Sakana,0,47,5,10,5,2016,2,0,1,0,3,25,65,65,4.68,0
Mobile Suit Gundam Thunderbolt: December Sky,1,0,1,34,44,2016,2,0,1,0,69,375,53,927,7.93,1
Fudanshi Koukou Seikatsu,2,603,0,15,11,2016,3,0,12,12,3,2248,1477,3690,6.53,0
Mobile Suit Gundam-san (ONA),2,47,4,11,3,2014,3,0,15,0,2,5,3,171,6.02,0
Kotowaza Gundam-san (ONA),2,47,4,11,3,2015,1,0,17,0,1,7,0,163,6.04,0
Mobile Suit Gundam-san: Hiyoko Days ― Suisei Hiyoko to Fushigi na Ofuda,2,0,3,11,3,2016,2,0,1,0,6,9,2,236,5.62,0
Fella Hame Lips,5,574,2,41,-1,2016,4,0,2,2,16,281,173,404,7.17,1
Area 88 Movie,0,47,1,34,17,1985,3,0,1,1,99,25,10,151,6.45,0
Committed Red,2,15,5,5,-1,2016,2,0,1,0,4,15,13,38,5.67,0
Padak Padak,2,47,1,44,-1,2012,3,0,1,0,78,5,2,36,6.64,0
Koneko no Chi: Ponponra Daibouken,4,372,0,32,-1,2016,4,0,51,51,12,96,107,968,6.84,0
Honobono Log,4,396,0,36,32,2016,2,0,10,0,2,3185,757,5532,7.36,1
IS: Infinite Stratos 2 - Infinite Wedding,2,448,3,11,36,2016,2,0,1,0,24,402,358,1290,6.41,0
Kiitarou Shounen no Youkai Enikki,2,591,0,11,43,2016,4,0,12,12,4,957,458,3535,6.46,0
Ame-iro Cocoa in Hawaii,2,603,0,11,32,2016,4,0,12,2,2,24,80,748,4.75,0
Tsubasa to Hotaru (2016),4,5,3,15,36,2016,2,0,3,0,1,167,111,774,6.38,0
K: Seven Stories Movie 1 - R:B - Blaze,2,385,1,34,44,2018,3,0,1,1,55,914,334,7899,7.4,1
Ajin 2nd Season,1,526,0,22,34,2016,4,0,13,13,24,8656,1357,6749,7.62,1
Arslan Senki (TV) Gaiden,1,535,2,37,17,2016,2,0,2,0,24,722,248,1549,7.01,1
Saiki Kusuo no Ψ-nan,2,5,0,37,11,2016,3,0,120,105,5,24803,2230,22550,8.43,1
Qin Shi Ming Yue: Guoqing Tebie Pian,2,465,4,34,11,2015,4,0,1,1,9,5,0,234,5.54,0
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,1,67,2,34,44,2016,4,0,8,7,30,3231,449,11996,7.81,1
Nanocore,2,47,4,21,-1,2014,1,0,10,0,21,71,39,368,6.04,0
Nanocore 2016 Xinnian Tebie Ban,2,47,5,5,-1,2016,1,0,1,0,5,6,20,53,5.41,0
Bouningen Weekend,4,47,4,32,-1,2015,4,0,20,0,0,11,8,73,5.21,0
Onara Gorou,3,554,0,11,-1,2016,3,0,13,6,3,243,310,581,5.53,0
Konnichiwa Onara Gorou,3,47,4,11,-1,2016,1,0,1,1,2,12,40,94,4.5,0
Qin Shi Ming Yue Tebie Pian: Di Zi Jiang Xi,2,465,4,34,0,2015,1,0,1,0,15,6,2,263,6.27,0
Gochuumon wa Usagi Desu ka??: Dear My Sister,2,661,1,11,32,2017,4,0,1,1,60,827,164,2248,7.79,1
Mori no Andou,3,47,4,11,-1,2006,1,0,1,0,5,26,47,43,5.95,0
Arakure Junichi no Namida,3,47,4,11,-1,2006,3,0,1,0,1,14,21,22,4.26,0
Nude Batter Tetsuo,0,47,4,11,35,2013,3,0,1,0,4,11,6,16,4.72,0
Strike the Blood II,0,378,2,34,0,2016,4,0,8,8,25,3597,1492,6058,7.01,1
Pinkerton,5,581,2,41,-1,2016,3,0,3,3,22,139,92,286,6.61,0
Magic-Kyun! Renaissance,2,0,0,36,5,2016,4,0,13,13,23,1036,312,2710,7.03,1
Yowamushi Pedal: Spare Bike,2,29,1,37,11,2016,3,0,1,0,60,310,55,981,7.46,1
Hua Jianghu: Ling Zhu,1,47,4,44,0,2015,4,0,41,0,19,21,10,630,6.75,0
Tantei Opera Milky Holmes: Fun Fun Party Night♪ - Ken to Janet no Okurimono,2,5,3,11,14,2016,4,0,1,0,23,26,13,186,6.73,0
Jie Mo Ren,2,47,4,34,0,2016,2,0,14,0,13,448,320,2000,6.14,0
Color Noise,4,47,4,10,-1,2010,2,0,1,0,0,22,13,32,4.57,0
Digimon Universe: Appli Monsters,3,3,0,20,34,2016,4,0,52,52,24,34,14,428,6.57,0
Scripta Volant,4,47,1,10,44,2011,1,0,1,0,13,7,1,17,5.83,0
JK Bitch ni Shiboraretai,5,103,2,41,-1,2016,3,0,2,2,15,650,468,743,7.21,1
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",2,29,2,15,11,2016,4,0,1,0,12,7178,735,3399,8.12,1
Aftermath,4,47,5,44,46,2016,2,0,1,0,5,51,42,36,6.01,0
Hajimete no Eigo: Nippon Mukashibanashi,4,47,2,20,0,2004,1,0,18,18,9,7,0,74,6.94,0
ACCA: 13-ku Kansatsu-ka,2,2,0,22,44,2017,1,0,12,12,24,8929,1075,13746,7.67,1
One Piece: Heart of Gold,2,3,3,37,34,2016,3,0,1,0,104,1283,294,1427,7.51,1
Zhongguo Jingqi Xiansheng,2,601,4,11,43,2014,1,0,63,0,10,135,68,1278,6.23,0
Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,3,74,0,17,21,2016,3,0,12,12,24,77,61,1051,6.5,0
Cello Hiki no Gauche,4,47,1,20,0,1963,1,0,1,0,18,6,24,51,5.54,0
Zhen Hun Jie,2,615,4,34,43,2016,2,0,24,0,14,2586,516,8216,7.65,1
Violet Evergarden,2,25,0,44,0,2018,1,0,13,13,24,51095,4621,45151,8.66,1
Cardcaptor Sakura: Clear Card-hen,3,2,0,15,17,2018,1,0,22,22,25,530,140,3512,7.65,1
Wo Jiao Bai Xiaofei,2,601,4,34,11,2015,2,0,39,0,11,28,22,471,6.2,0
Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e Picture Drama,2,0,3,11,46,2016,2,0,1,0,8,244,270,1546,6.52,0
Starmyu 2nd Season,2,563,0,32,5,2017,2,0,12,12,24,338,60,1836,7.31,1
"""Eiyuu"" Kaitai",2,31,2,11,44,2016,4,0,1,0,27,115,102,660,5.96,0
Toukiden 2,2,77,4,34,27,2016,2,0,3,0,1,23,27,396,5.44,0
Metronome,4,47,5,5,-1,2015,4,0,1,0,4,19,38,19,6.28,0
Atom: The Beginning,2,15,0,22,34,2017,2,0,12,12,25,484,181,1783,6.83,0
Overlord: Ple Ple Pleiades - Nazarick Saidai no Kiki,2,463,2,34,11,2016,3,0,1,0,30,5074,2657,3252,6.92,0
"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori",2,29,0,44,14,2016,4,0,24,24,23,1645,991,8611,6.24,0
"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai",2,6,1,15,11,2017,4,0,1,1,97,751,127,3800,7.49,1
Red Ash: Gearworld,4,77,1,34,21,2017,1,0,1,0,23,27,17,662,5.61,0
Gakuen Handsome,2,662,0,42,11,2016,4,0,12,12,3,657,338,1328,6.68,0
Enkou Shoujo: Rikujoubu Yukki no Baai The Animation,5,452,2,41,-1,2016,3,0,1,0,29,87,70,235,6.5,0
Mahou Shoujo? Naria☆Girls,2,536,0,8,-1,2016,3,0,12,12,8,11,35,517,3.83,0
Hua Jianghu: Bu Liang Ren,1,47,4,17,44,2014,3,0,54,0,15,20,10,428,6.41,0
Jigoku de Naze Warui,2,47,5,5,-1,2013,3,0,1,0,3,6,4,10,5.52,0
Momotarou (Music),3,47,5,5,-1,2014,4,0,1,0,4,8,5,9,4.93,0
Super Lovers 2,2,12,0,42,11,2017,1,0,10,10,24,3104,759,3273,7.2,1
12-sai.: Chicchana Mune no Tokimeki 2nd Season,3,14,0,15,36,2016,4,0,12,12,24,255,175,893,6.6,0
RESTART POiNTER,4,460,5,5,-1,2016,2,0,1,0,3,211,120,171,6.99,0
Hitori no Shita: The Outcast,1,663,0,34,43,2016,3,0,12,12,24,3811,1698,13799,6.81,0
Wingcle Bear Hamkkehaneun Lomentig Hwaiteudei,4,633,4,8,-1,2013,1,0,1,0,0,2,0,11,5.02,0
Oscar's Oasis,4,633,0,11,-1,2011,1,0,78,0,8,23,4,28,6.39,0
Shuumatsu no Izetta,1,62,0,34,40,2016,4,0,12,12,25,2775,1359,9737,6.75,0
Heybot!,3,596,0,20,11,2016,3,0,50,31,23,4,3,98,6.01,0
Luo Xiao Hei Zhan Ji,3,47,4,11,43,2011,1,0,28,28,7,186,24,1971,7.63,1
Huyao Xiao Hongniang: Yue Hong,1,601,4,11,36,2016,2,0,13,0,14,221,42,602,7.66,1
Piace: Watashi no Italian,2,659,0,11,2,2017,1,0,12,12,4,214,227,1133,5.88,0
Moving Colors,4,47,1,10,-1,2016,2,0,1,0,5,23,32,107,5.45,0
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kankichi Saigo no Hi,2,4,3,37,11,2016,3,0,1,0,48,1,0,102,6.49,0
Kakushigoto,4,67,4,11,-1,2016,2,0,1,0,0,150,172,1457,6.36,0
Fate/kaleid liner Prisma☆Illya 3rei!! Specials,2,378,3,11,13,2016,3,0,6,0,5,563,435,2147,6.71,0
Gakuen Handsome Special,2,662,3,42,11,2016,4,0,1,0,3,32,32,252,5.69,0
Bernard-jou Iwaku.,2,591,0,11,16,2016,4,0,12,12,3,191,192,1119,5.98,0
Haha wo Tazunete Sanzenri (Movie),4,6,1,17,44,1980,3,0,1,0,107,3,0,76,6.49,0
Busou Shoujo Machiavellianism,2,378,0,37,34,2017,2,0,12,12,23,12219,5025,10600,6.92,0
UQ Holder!: Mahou Sensei Negima! 2,2,5,0,37,34,2017,4,0,12,12,23,3419,1380,10803,6.96,0
Boku no Hero Academia 2nd Season,2,1,0,37,34,2017,2,0,25,25,23,56386,6904,13687,8.14,1
Masamune-kun no Revenge,2,378,0,37,11,2017,1,0,12,12,24,20539,9703,15336,6.75,0
Little Witch Academia (TV),4,515,0,17,11,2017,1,0,25,25,24,14233,1602,17720,7.84,1
Kaitou Joker 4th Season,3,55,0,20,17,2016,4,0,13,13,24,95,10,361,7.32,1
"Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?",3,448,2,15,11,2016,3,0,1,0,24,308,54,610,7.15,1
Promised Town,2,47,4,34,21,2016,2,0,1,0,7,21,53,192,5.18,0
Ganbare! Kickers Specials,4,8,3,20,11,1988,1,0,3,0,23,1,0,25,6.32,0
